"time_indes","date","year","month","day","ATC","relative_humidity","Act_VP_kPa","SD_kPa","Corrected_SD_kPa","PAR","wind","rain","Dr..Inv.rel.dist.Earth.Sun.","Delta.Solar.decli.","WS.Sunset.hour.angle.","Ra.Extraterrst.radi.","Rso.Clear.sky.sol.rad.","Rns.sol.radi..MJ.m2.d","Rnl.Net.outgo.longwav.rad.","Delta.Slope.of.the.sat.vp.","ETwind..mm.day.","Etrad.mm.day.","ET0_potential_evp","X30day_run_total_rain","X30day_run_total_ET0","X30day_run_toal_ET0_rain"
11,"1996/1/11",1996,1,11,-0.869763959453705,0.97718360974295,0.317883202725108,-1.01759088016977,-1.07640164489949,-1.43339353781342,-1.04952792623249,2.1490403530617,1.37733413195037,-1.31696379415938,-1.32572771185583,-1.59392352113454,-1.59392352301666,-1.43046739213211,-1.34861694693216,-0.848490835731297,-0.799281518801111,-1.34252819886227,-1.35450858554294,NA,NA,NA
12,"1996/1/12",1996,1,12,-0.96352022553108,1.01594055061884,0.286433724452266,-1.05745349883419,-1.1176098006896,-1.79268729875178,-0.915241210149379,0.0928089003661188,1.37260883460059,-1.30808405136573,-1.31586445798071,-1.56062978893931,-1.56062978616943,-1.79072221589848,-1.734678615209,-0.935390548477073,-0.801807004584143,-1.7034783851654,-1.62374482288896,NA,NA,NA
13,"1996/1/13",1996,1,13,-0.601238731368012,0.727471167897038,0.322915119248762,-0.792659271449431,-0.84387761399482,-0.660408252111038,-0.963277856979754,-0.34232721617942,1.36747869996811,-1.29882163172016,-1.30559799444194,-1.52617838286511,-1.52617838384189,-0.655414473138776,-0.532269293550117,-0.597211310175019,-0.739099410860764,-0.592072006572554,-0.770180085247069,NA,NA,NA
14,"1996/1/14",1996,1,14,-0.532969605583515,0.328372795713053,-0.0469307452398537,-0.354483523355397,-0.390911524563727,-0.082279955431374,-0.948014077515001,-0.564161314810478,1.36194532239602,-1.28917928306285,-1.29493390943313,-1.49060180687969,-1.49060180678519,-0.0757397602149501,0.0714424970689728,-0.532757881949147,-0.626551665432465,-0.0272119510299519,-0.300300022156287,NA,NA,NA
15,"1996/1/15",1996,1,15,-0.745059023020689,0.699384650616727,0.160635811360901,-0.784728488678498,-0.835679132738149,-1.71366321580476,-0.979059784545149,-0.538565072660741,1.35601025427107,-1.27915985563793,-1.28387791396536,-1.45393369166391,-1.45393369083748,-1.71148675433754,-1.66724333729452,-0.732237228210163,-0.739181481228021,-1.60365362649004,-1.52160130384386,NA,NA,NA
16,"1996/1/16",1996,1,16,0.0432218160376454,0.624078442712312,0.727355409837504,-0.623086613518303,-0.668581139756781,-0.300699997693142,-0.792267394263618,-0.487372588361266,1.34967529971836,-1.26876631916088,-1.27243587257152,-1.41620878778328,-1.41620879070053,-0.294744047020756,-0.150924708866532,0.0205359435667554,-0.662362130324849,-0.226176087037253,-0.464095338150128,NA,NA,NA
17,"1996/1/17",1996,1,17,0.428259685462215,0.397178630622462,0.799060220299583,-0.360379434231157,-0.397006448129542,0.268057142057799,-0.639780726145443,-0.453244265494949,1.34294238873217,-1.2580017491646,-1.26061374189756,-1.37746293154506,-1.37746292749303,0.275534442541833,0.430399391497107,0.399684035467285,-0.5346785816621,0.339766769852333,0.0133551724104787,NA,NA,NA
18,"1996/1/18",1996,1,18,-0.293572537832545,0.7196216608842,0.585832757609718,-0.777006410717327,-0.827696400988232,-1.0457069735266,-1.0393376802532,-0.402051781195474,1.33581340935042,-1.24686933041293,-1.24841769351997,-1.33773298354122,-1.33773298000947,-1.04174381756236,-0.932934162028784,-0.304903785905715,-0.748925898683721,-0.938652057577808,-1.03200621602419,NA,NA,NA
19,"1996/1/19",1996,1,19,-0.429200534391078,0.798239379559656,0.537400561069542,-0.865288545246394,-0.91895844234539,-1.18771604390801,-0.87020550440189,-0.0351723103825689,1.32829054330579,-1.23537236031406,-1.23585389901522,-1.29705681499131,-1.29705681479112,-1.18413274343082,-1.08571813084041,-0.434344058350372,-0.7458102960163,-1.10598629209418,-1.15490628814263,NA,NA,NA
20,"1996/1/20",1996,1,20,-0.11334204576147,0.363940874364976,0.339897837516098,-0.422990877159573,-0.461731300155895,0.275806367979627,-0.778234216537891,-0.0948968753986232,1.32037597233098,-1.22351423868018,-1.22292874489034,-1.25547325994246,-1.25547325990271,0.283304396502134,0.427251909269908,-0.131463988081201,-0.594111794037364,0.33262954798065,-0.0185146637955787,NA,NA,NA
21,"1996/1/21",1996,1,21,0.0832730364978845,0.0644331224063726,0.196488216591939,-0.141552441196342,-0.170793090297438,-0.575977732474372,-0.955030666377865,-0.54709715337732,1.31207208794066,-1.21129848138132,-1.20964861765233,-1.21302207429806,-1.21302207870902,-0.570758113107228,-0.472931886050241,0.0596200817990645,-0.582435115919215,-0.448842568306577,-0.593758190671394,NA,NA,NA
22,"1996/1/22",1996,1,22,0.420977645378532,-0.0546586168040304,0.295239578368662,0.081031238414178,0.0593037586562466,0.0948709534327497,-0.718496058434678,-0.581225476243637,1.3033812816495,-1.19872870327803,-1.19602008803436,-1.16974390850344,-1.16974390868706,0.101885004076243,0.228611538496849,0.392442485235296,-0.411152102623247,0.195312478576884,-0.0387228056491817,NA,NA,NA
23,"1996/1/23",1996,1,23,-0.256252082403685,0.526450199240137,0.361283482741629,-0.562040456663097,-0.605474409031087,-0.219423232792105,-0.802695124789044,1.21051147423799,1.29430619671057,-1.18580862163483,-1.18204972676961,-1.1256802392603,-1.12568024394384,-0.213249877413114,-0.102224254787373,-0.269124004354841,-0.643630892192485,-0.150355288111454,-0.399403592346498,NA,NA,NA
